profile,condition,audio_path,ref_text,hyp_text,hyp_len,is_nonempty,keyword_hallucinated
D2,C1,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C1\silence_15_8s.wav,,<{silent}>,0,0,0
D2,C1,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C1\silence_16_10s.wav,,<{silent}>,0,0,0
D2,C1,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C1\silence_17_10s.wav,,<{silent}>,0,0,0
D2,C1,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C1\silence_18_10s.wav,,<{silent}>,0,0,0
D2,C1,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C1\silence_19_10s.wav,,<{silent}>,0,0,0
D2,C1,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C1\silence_20_10s.wav,,<{silent}>,0,0,0
D2,C2,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C2\noise_01.wav,,<{silent}>,0,0,0
D2,C2,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C2\noise_02.wav,,<{silent}>,0,0,0
D2,C2,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C2\noise_03.wav,,<{silent}>,0,0,0
D2,C2,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C2\noise_04.wav,,<{silent}>,0,0,0
D2,C2,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C2\noise_05.wav,,<{silent}>,0,0,0
D2,C2,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C2\noise_06.wav,,<{silent}>,0,0,0
D2,C2,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C2\noise_07.wav,,<{silent}>,0,0,0
D2,C2,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C2\noise_08.wav,,<{silent}>,0,0,0
D2,C2,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C2\noise_09.wav,,<{silent}>,0,0,0
D2,C2,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C2\noise_10.wav,,<{silent}>,0,0,0
D2,C2,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C2\noise_11.wav,,<{silent}>,0,0,0
D2,C2,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C2\noise_12.wav,,<{silent}>,0,0,0
D2,C2,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C2\noise_13.wav,,<{silent}>,0,0,0
D2,C2,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C2\noise_14.wav,,<{silent}>,0,0,0
D2,C2,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C2\noise_15.wav,,<{silent}>,0,0,0
D2,C2,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C2\noise_16.wav,,<{silent}>,0,0,0
D2,C2,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C2\noise_17.wav,,<{silent}>,0,0,0
D2,C2,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C2\noise_18.wav,,<{silent}>,0,0,0
D2,C2,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C2\noise_19.wav,,<{silent}>,0,0,0
D2,C2,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C2\noise_20.wav,,<{silent}>,0,0,0
D2,C3,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C3\short_01.wav,好,跑,1,1,0
D2,C3,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C3\short_02.wav,不要,服藥,2,1,0
D2,C3,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C3\short_03.wav,是,事,1,1,0
D2,C3,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C3\short_04.wav,對,對,1,1,0
D2,C3,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C3\short_05.wav,可以,可以,2,1,0
D2,C3,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C3\short_06.wav,不行,不行,2,1,0
D2,C3,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C3\short_07.wav,嗯好,很好,2,1,0
D2,C3,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C3\short_08.wav,好喔,吼,1,1,0
D2,C3,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C3\short_09.wav,不要了,服藥了,3,1,0
D2,C3,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C3\short_10.wav,是的,知道,2,1,0
D2,C3,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C3\short_11.wav,沒有,會喔,2,1,0
D2,C3,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C3\short_12.wav,有,養,1,1,0
D2,C3,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C3\short_13.wav,好嗎,好嗎,2,1,0
D2,C3,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C3\short_14.wav,不是,好嗎,2,1,0
D2,C3,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C3\short_15.wav,對啊,無視,2,1,0
D2,C3,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C3\short_16.wav,好啊,對喔,2,1,0
D2,C3,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C3\short_17.wav,不要啊,服藥,2,1,0
D2,C3,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C3\short_18.wav,可以啊,合遊,2,1,0
D2,C3,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C3\short_19.wav,嗯,按,1,1,0
D2,C3,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C3\short_20.wav,喔,ok蹦,3,1,0
D2,C4,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C4\hesitation_01.wav,嗯,<{silent}>,0,0,0
D2,C4,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C4\hesitation_02.wav,嗯,<{silent}>,0,0,0
D2,C4,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C4\hesitation_03.wav,呃啊,爾,1,1,0
D2,C4,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C4\hesitation_04.wav,嗯,能,1,1,0
D2,C4,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C4\hesitation_05.wav,呃,<{silent}>,0,0,0
D2,C4,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C4\hesitation_06.wav,呃啊呃,爾,1,1,0
D2,C4,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C4\hesitation_07.wav,嗯,聽,1,1,0
D2,C4,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C4\hesitation_08.wav,啊,嘮,1,1,0
D2,C4,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C4\hesitation_09.wav,嗯嗯,嗯,1,1,0
D2,C4,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C4\hesitation_10.wav,嗯,<{silent}>,0,0,0
D2,C4,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C4\hesitation_11.wav,呃,<{silent}>,0,0,0
D2,C4,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C4\hesitation_12.wav,嗯,<{silent}>,0,0,0
D2,C4,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C4\hesitation_13.wav,嗯啊,二十,2,1,0
D2,C4,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C4\hesitation_14.wav,嗯,要,1,1,0
D2,C4,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C4\hesitation_15.wav,嗯,們,1,1,0
D2,C4,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C4\hesitation_16.wav,啊,渣,1,1,0
D2,C4,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C4\hesitation_17.wav,嗯,夢,1,1,0
D2,C4,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C4\hesitation_18.wav,欸,<{silent}>,0,0,0
D2,C4,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C4\hesitation_19.wav,欸,<{silent}>,0,0,0
D2,C4,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C4\hesitation_20.wav,欸,个,1,1,0
D2,C5,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\acp_wavs\acp_001.wav,我想要簽預立醫療決定。,我想要簽預立醫療決定,10,1,0
D2,C5,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\acp_wavs\acp_002.wav,如果到了末期，我不要插管急救。,如果到了莫提我不要擦管急救,13,1,0
D2,C5,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\acp_wavs\acp_003.wav,心肺復甦術是什麼意思？,心肺復甦是什麼意思,9,1,0
D2,C5,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\acp_wavs\acp_004.wav,我想跟家人討論安寧緩和醫療。,我想要跟家人討論安寧緩和醫療,14,1,0
D2,C5,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\acp_wavs\acp_005.wav,醫療委任代理人可以幫我做什麼決定？,醫療委任代理人可以幫我做什麼決定,16,1,0
D2,C5,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\acp_wavs\acp_006.wav,我還在考慮要不要簽 DNR。,我還在考慮要不要簽字恩仔,12,1,0
D2,C5,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\acp_wavs\acp_007.wav,洗腎跟鼻胃管我都不想要。,洗腎跟脾胃管我都不想要,11,1,0
D2,C5,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\acp_wavs\acp_008.wav,預立醫療照護諮商要去哪裡預約？,預立醫療照護諮商要去哪裡預約,14,1,0
D2,C5,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\acp_wavs\acp_009.wav,我希望最後能在家裡善終。,我希望最後能在家裡嚴重,11,1,0
D2,C5,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\acp_wavs\acp_010.wav,這份意願書簽了以後可以改嗎？,這份意願書籤了以後可以改嗎,13,1,0
D2,C5,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\acp_wavs\acp_011.wav,病人自主權利法保障我們自己做醫療決定。,病人自主權利法保障我們自己做醫療決定,18,1,0
D2,C5,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\acp_wavs\acp_012.wav,如果心跳停了，你們還會幫我做 CPR 嗎？,如果心跳停了你們還會幫我做APP啊嗎,18,1,0
D2,C5,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\acp_wavs\acp_013.wav,我同意接受緩和醫療，但不要侵入性治療。,我同意接受緩和醫療但不要吸入新治療,17,1,0
D2,C5,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\acp_wavs\acp_014.wav,臨終的時候我希望有家人在身邊。,臨終的時候我希望有家人在身邊,14,1,0
D2,C5,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\acp_wavs\acp_015.wav,我想拒絕維生醫療，只接受舒適照護。,我想拒絕維生醫療只接受舒適照護,15,1,0
D2,C5,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\acp_wavs\acp_016.wav,氣切跟插管哪一個比較痛苦？,剃尺跟柴管哪一個比較痛苦,12,1,0
D2,C5,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\acp_wavs\acp_017.wav,我已經跟兒子討論過我的醫療意願了。,我已經跟兒子討論過我的醫療意願了,16,1,0
D2,C5,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\acp_wavs\acp_018.wav,末期病人可以選擇居家安寧嗎？,木齊的病人可以選擇居家安寧嗎,14,1,0
D2,C5,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\acp_wavs\acp_019.wav,如果需要輸血，我願意接受。,如果需要書寫我願意接受,11,1,0
D2,C5,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\acp_wavs\acp_020.wav,抗生素如果沒有效果，可以不要再用嗎？,抗生素如果沒有效果可以不要再用嗎,16,1,0
D5,C1,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C1\silence_01_3s.wav,,,0,0,0
D5,C1,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C1\silence_02_3s.wav,,,0,0,0
D5,C1,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C1\silence_03_3s.wav,,,0,0,0
D5,C1,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C1\silence_04_3s.wav,,,0,0,0
D5,C1,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C1\silence_05_3s.wav,,,0,0,0
D5,C1,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C1\silence_06_5s.wav,,,0,0,0
D5,C1,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C1\silence_07_5s.wav,,,0,0,0
D5,C1,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C1\silence_08_5s.wav,,,0,0,0
D5,C1,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C1\silence_09_5s.wav,,,0,0,0
D5,C1,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C1\silence_10_5s.wav,,,0,0,0
D5,C1,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C1\silence_11_8s.wav,,,0,0,0
D5,C1,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C1\silence_12_8s.wav,,,0,0,0
D5,C1,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C1\silence_13_8s.wav,,,0,0,0
D5,C1,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C1\silence_14_8s.wav,,,0,0,0
D5,C1,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C1\silence_15_8s.wav,,,0,0,0
D5,C1,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C1\silence_16_10s.wav,,,0,0,0
D5,C1,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C1\silence_17_10s.wav,,,0,0,0
D5,C1,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C1\silence_18_10s.wav,,,0,0,0
D5,C1,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C1\silence_19_10s.wav,,,0,0,0
D5,C1,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C1\silence_20_10s.wav,,,0,0,0
D5,C2,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C2\noise_01.wav,,,0,0,0
D5,C2,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C2\noise_02.wav,,,0,0,0
D5,C2,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C2\noise_03.wav,,,0,0,0
D5,C2,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C2\noise_04.wav,,,0,0,0
D5,C2,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C2\noise_05.wav,,,0,0,0
D5,C2,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C2\noise_06.wav,,,0,0,0
D5,C2,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C2\noise_07.wav,,,0,0,0
D5,C2,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C2\noise_08.wav,,,0,0,0
D5,C2,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C2\noise_09.wav,,,0,0,0
D5,C2,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C2\noise_10.wav,,,0,0,0
D5,C2,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C2\noise_11.wav,,,0,0,0
D5,C2,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C2\noise_12.wav,,,0,0,0
D5,C2,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C2\noise_13.wav,,,0,0,0
D5,C2,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C2\noise_14.wav,,,0,0,0
D5,C2,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C2\noise_15.wav,,,0,0,0
D5,C2,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C2\noise_16.wav,,,0,0,0
D5,C2,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C2\noise_17.wav,,,0,0,0
D5,C2,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C2\noise_18.wav,,,0,0,0
D5,C2,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C2\noise_19.wav,,,0,0,0
D5,C2,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C2\noise_20.wav,,,0,0,0
D5,C3,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C3\short_01.wav,好,好。,1,1,0
D5,C3,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C3\short_02.wav,不要,不要。,2,1,0
D5,C3,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C3\short_03.wav,是,四。,1,1,0
D5,C3,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C3\short_04.wav,對,對。,1,1,0
D5,C3,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C3\short_05.wav,可以,可以,2,1,0
D5,C3,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C3\short_06.wav,不行,不行。,2,1,0
D5,C3,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C3\short_07.wav,嗯好,好。,1,1,0
D5,C3,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C3\short_08.wav,好喔,,0,0,0
D5,C3,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C3\short_09.wav,不要了,不要了。,3,1,0
D5,C3,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C3\short_10.wav,是的,是的。,2,1,0
D5,C3,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C3\short_11.wav,沒有,沒有。,2,1,0
D5,C3,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C3\short_12.wav,有,,0,0,0
D5,C3,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C3\short_13.wav,好嗎,好嗎?,2,1,0
D5,C3,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C3\short_14.wav,不是,好嗎?,2,1,0
D5,C3,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C3\short_15.wav,對啊,不是。,2,1,0
D5,C3,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C3\short_16.wav,好啊,對啊。,2,1,0
D5,C3,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C3\short_17.wav,不要啊,不要啊。,3,1,0
D5,C3,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C3\short_18.wav,可以啊,可以哦。,3,1,0
D5,C3,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C3\short_19.wav,嗯,,0,0,0
D5,C3,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C3\short_20.wav,喔,,0,0,0
D5,C4,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C4\hesitation_01.wav,嗯,,0,0,0
D5,C4,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C4\hesitation_02.wav,嗯,,0,0,0
D5,C4,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C4\hesitation_03.wav,呃啊,,0,0,0
D5,C4,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C4\hesitation_04.wav,嗯,,0,0,0
D5,C4,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C4\hesitation_05.wav,呃,嗯。,1,1,0
D5,C4,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C4\hesitation_06.wav,呃啊呃,,0,0,0
D5,C4,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C4\hesitation_07.wav,嗯,,0,0,0
D5,C4,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C4\hesitation_08.wav,啊,,0,0,0
D5,C4,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C4\hesitation_09.wav,嗯嗯,嗯。,1,1,0
D5,C4,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C4\hesitation_10.wav,嗯,,0,0,0
D5,C4,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C4\hesitation_11.wav,呃,,0,0,0
D5,C4,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C4\hesitation_12.wav,嗯,,0,0,0
D5,C4,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C4\hesitation_13.wav,嗯啊,二吶。,2,1,0
D5,C4,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C4\hesitation_14.wav,嗯,,0,0,0
D5,C4,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C4\hesitation_15.wav,嗯,,0,0,0
D5,C4,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C4\hesitation_16.wav,啊,,0,0,0
D5,C4,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C4\hesitation_17.wav,嗯,,0,0,0
D5,C4,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C4\hesitation_18.wav,欸,哎,1,1,0
D5,C4,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C4\hesitation_19.wav,欸,,0,0,0
D5,C4,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\hallucination\C4\hesitation_20.wav,欸,,0,0,0
D5,C5,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\acp_wavs\acp_001.wav,我想要簽預立醫療決定。,我想要籤醫療決定。,8,1,0
D5,C5,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\acp_wavs\acp_002.wav,如果到了末期，我不要插管急救。,"如果到了默奇, 我不要插管急救。",13,1,0
D5,C5,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\acp_wavs\acp_003.wav,心肺復甦術是什麼意思？,新費復甦術是什麼意思?,10,1,0
D5,C5,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\acp_wavs\acp_004.wav,我想跟家人討論安寧緩和醫療。,我想要跟家人討論安寧緩和醫療。,14,1,0
D5,C5,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\acp_wavs\acp_005.wav,醫療委任代理人可以幫我做什麼決定？,醫療委任代理人可以幫我做什麼決定。,16,1,0
D5,C5,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\acp_wavs\acp_006.wav,我還在考慮要不要簽 DNR。,我還在考慮要不要籤 DNR。,12,1,0
D5,C5,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\acp_wavs\acp_007.wav,洗腎跟鼻胃管我都不想要。,洗聖跟 B 位管我都不想要。,11,1,0
D5,C5,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\acp_wavs\acp_008.wav,預立醫療照護諮商要去哪裡預約？,玉麗醫療照護資商要去哪裡預約?,14,1,0
D5,C5,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\acp_wavs\acp_009.wav,我希望最後能在家裡善終。,我希望最後能在家裡善中。,11,1,0
D5,C5,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\acp_wavs\acp_010.wav,這份意願書簽了以後可以改嗎？,這份意願輸簽了以後可依改罵。,13,1,0
D5,C5,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\acp_wavs\acp_011.wav,病人自主權利法保障我們自己做醫療決定。,病人自主權利法保障我們自己做醫療決定。,18,1,0
D5,C5,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\acp_wavs\acp_012.wav,如果心跳停了，你們還會幫我做 CPR 嗎？,"如果心跳停了, 你們還會幫我做 CPR 嗎?",17,1,0
D5,C5,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\acp_wavs\acp_013.wav,我同意接受緩和醫療，但不要侵入性治療。,"我同意接受緩和醫療, 但不要侵入性治療。",17,1,0
D5,C5,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\acp_wavs\acp_014.wav,臨終的時候我希望有家人在身邊。,"林中的時候, 我希望有家人再身邊。",14,1,0
D5,C5,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\acp_wavs\acp_015.wav,我想拒絕維生醫療，只接受舒適照護。,我想拒絕維生醫療只接受舒適照戶。,15,1,0
D5,C5,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\acp_wavs\acp_016.wav,氣切跟插管哪一個比較痛苦？,氣切跟差管哪一個比較痛苦?,12,1,0
D5,C5,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\acp_wavs\acp_017.wav,我已經跟兒子討論過我的醫療意願了。,我已經跟兒子討論過我的醫療意願了。,16,1,0
D5,C5,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\acp_wavs\acp_018.wav,末期病人可以選擇居家安寧嗎？,末期的病人可以選擇居家安寧嗎?,14,1,0
D5,C5,C:\Users\mk\Desktop\Rocling\ROCLING2026\data\acp_wavs\acp_019.wav,如果需要輸血，我願意接受。,"如果需要書寫, 我願意接受。",11,1,0
