audio_path,reference_text,language,condition,speaker,gender,sentence_id
../acp_drp/C4_hesitation/female/c4_006.wav,呃啊呃,zh-tw,C4,classmate_b,female,006
../acp_drp/C4_hesitation/female/c4_007.wav,嗯,zh-tw,C4,classmate_b,female,007
../acp_drp/C4_hesitation/female/c4_008.wav,啊,zh-tw,C4,classmate_b,female,008
../acp_drp/C4_hesitation/female/c4_009.wav,嗯嗯,zh-tw,C4,classmate_b,female,009
../acp_drp/C4_hesitation/female/c4_010.wav,嗯,zh-tw,C4,classmate_b,female,010
../acp_drp/C4_hesitation/female/c4_011.wav,呃,zh-tw,C4,classmate_b,female,011
../acp_drp/C4_hesitation/female/c4_012.wav,嗯,zh-tw,C4,classmate_b,female,012
../acp_drp/C4_hesitation/female/c4_013.wav,嗯啊,zh-tw,C4,classmate_b,female,013
../acp_drp/C4_hesitation/female/c4_014.wav,嗯,zh-tw,C4,classmate_b,female,014
../acp_drp/C4_hesitation/female/c4_015.wav,嗯,zh-tw,C4,classmate_b,female,015
../acp_drp/C4_hesitation/female/c4_016.wav,啊,zh-tw,C4,classmate_b,female,016
../acp_drp/C4_hesitation/female/c4_017.wav,嗯,zh-tw,C4,classmate_b,female,017
../acp_drp/C4_hesitation/female/c4_018.wav,欸,zh-tw,C4,classmate_b,female,018
../acp_drp/C4_hesitation/female/c4_019.wav,欸,zh-tw,C4,classmate_b,female,019
../acp_drp/C4_hesitation/female/c4_020.wav,欸,zh-tw,C4,classmate_b,female,020
../acp_drp/C4_hesitation/female/c4_021.wav,呃嗯,zh-tw,C4,classmate_b,female,021
../acp_drp/C4_hesitation/female/c4_022.wav,嗯呃,zh-tw,C4,classmate_b,female,022
../acp_drp/C4_hesitation/female/c4_023.wav,啊嗯,zh-tw,C4,classmate_b,female,023
../acp_drp/C4_hesitation/female/c4_024.wav,欸嗯,zh-tw,C4,classmate_b,female,024
../acp_drp/C4_hesitation/female/c4_025.wav,嗯哼,zh-tw,C4,classmate_b,female,025
../acp_drp/C4_hesitation/female/c4_026.wav,呃呃,zh-tw,C4,classmate_b,female,026
../acp_drp/C4_hesitation/female/c4_027.wav,啊啊,zh-tw,C4,classmate_b,female,027
../acp_drp/C4_hesitation/female/c4_028.wav,嗯嗯嗯,zh-tw,C4,classmate_b,female,028
../acp_drp/C4_hesitation/female/c4_029.wav,呃啊嗯,zh-tw,C4,classmate_b,female,029
../acp_drp/C4_hesitation/female/c4_030.wav,欸啊,zh-tw,C4,classmate_b,female,030
../acp_drp/C4_hesitation/female/c4_031.wav,嗯欸,zh-tw,C4,classmate_b,female,031
../acp_drp/C4_hesitation/female/c4_032.wav,啊呃,zh-tw,C4,classmate_b,female,032
../acp_drp/C4_hesitation/female/c4_033.wav,呃…,zh-tw,C4,classmate_b,female,033
../acp_drp/C4_hesitation/female/c4_034.wav,嗯…,zh-tw,C4,classmate_b,female,034
../acp_drp/C4_hesitation/female/c4_035.wav,欸…,zh-tw,C4,classmate_b,female,035
../acp_drp/C4_hesitation/female/c4_036.wav,那個,zh-tw,C4,classmate_b,female,036
../acp_drp/C4_hesitation/female/c4_037.wav,就是,zh-tw,C4,classmate_b,female,037
../acp_drp/C4_hesitation/female/c4_038.wav,然後,zh-tw,C4,classmate_b,female,038
../acp_drp/C4_hesitation/female/c4_039.wav,這個,zh-tw,C4,classmate_b,female,039
../acp_drp/C4_hesitation/female/c4_040.wav,嗯那個,zh-tw,C4,classmate_b,female,040
../acp_drp/C4_hesitation/female/c4_041.wav,呃那個,zh-tw,C4,classmate_b,female,041
../acp_drp/C4_hesitation/female/c4_042.wav,啊這個,zh-tw,C4,classmate_b,female,042
../acp_drp/C4_hesitation/female/c4_043.wav,嗯就是,zh-tw,C4,classmate_b,female,043
../acp_drp/C4_hesitation/female/c4_044.wav,欸那個,zh-tw,C4,classmate_b,female,044
../acp_drp/C4_hesitation/female/c4_045.wav,呃啊啊,zh-tw,C4,classmate_b,female,045
../acp_drp/C4_hesitation/female/c4_046.wav,嗯啊嗯,zh-tw,C4,classmate_b,female,046
../acp_drp/C4_hesitation/female/c4_047.wav,啊嗯啊,zh-tw,C4,classmate_b,female,047
../acp_drp/C4_hesitation/female/c4_048.wav,欸欸,zh-tw,C4,classmate_b,female,048
../acp_drp/C4_hesitation/female/c4_049.wav,嗯哼嗯,zh-tw,C4,classmate_b,female,049
../acp_drp/C4_hesitation/female/c4_050.wav,呃嗯啊,zh-tw,C4,classmate_b,female,050
