audio_path,reference_text,language,condition,venue,source,source_scene,source_file,start_sec,duration_sec,license
../acp_drp/C2A_hospital/lobby/lobby_20.wav,,zh-tw,C2A,lobby,hospital_self_recorded,入口大廳,入口大廳.m4a,215.000,5.0,restricted_internal
../acp_drp/C2A_hospital/waiting_area/waiting_area_01.wav,,zh-tw,C2A,waiting_area,hospital_self_recorded,候診區,候診區1+2.m4a,5.000,5.0,restricted_internal
../acp_drp/C2A_hospital/waiting_area/waiting_area_02.wav,,zh-tw,C2A,waiting_area,hospital_self_recorded,候診區,候診區1+2.m4a,20.000,5.0,restricted_internal
../acp_drp/C2A_hospital/waiting_area/waiting_area_03.wav,,zh-tw,C2A,waiting_area,hospital_self_recorded,候診區,候診區1+2.m4a,25.000,5.0,restricted_internal
../acp_drp/C2A_hospital/waiting_area/waiting_area_04.wav,,zh-tw,C2A,waiting_area,hospital_self_recorded,候診區,候診區1+2.m4a,30.000,5.0,restricted_internal
../acp_drp/C2A_hospital/waiting_area/waiting_area_05.wav,,zh-tw,C2A,waiting_area,hospital_self_recorded,候診區,候診區1+2.m4a,35.000,5.0,restricted_internal
../acp_drp/C2A_hospital/waiting_area/waiting_area_06.wav,,zh-tw,C2A,waiting_area,hospital_self_recorded,候診區,候診區1+2.m4a,40.000,5.0,restricted_internal
../acp_drp/C2A_hospital/waiting_area/waiting_area_07.wav,,zh-tw,C2A,waiting_area,hospital_self_recorded,候診區,候診區1+2.m4a,45.000,5.0,restricted_internal
../acp_drp/C2A_hospital/waiting_area/waiting_area_08.wav,,zh-tw,C2A,waiting_area,hospital_self_recorded,候診區,候診區1+2.m4a,55.000,5.0,restricted_internal
../acp_drp/C2A_hospital/waiting_area/waiting_area_09.wav,,zh-tw,C2A,waiting_area,hospital_self_recorded,候診區,候診區1+2.m4a,70.000,5.0,restricted_internal
../acp_drp/C2A_hospital/waiting_area/waiting_area_10.wav,,zh-tw,C2A,waiting_area,hospital_self_recorded,候診區,候診區1+2.m4a,85.000,5.0,restricted_internal
../acp_drp/C2A_hospital/waiting_area/waiting_area_11.wav,,zh-tw,C2A,waiting_area,hospital_self_recorded,候診區,候診區1+2.m4a,90.000,5.0,restricted_internal
../acp_drp/C2A_hospital/waiting_area/waiting_area_12.wav,,zh-tw,C2A,waiting_area,hospital_self_recorded,候診區,候診區1+2.m4a,105.000,5.0,restricted_internal
../acp_drp/C2A_hospital/waiting_area/waiting_area_13.wav,,zh-tw,C2A,waiting_area,hospital_self_recorded,候診區,候診區1+2.m4a,120.000,5.0,restricted_internal
../acp_drp/C2A_hospital/waiting_area/waiting_area_14.wav,,zh-tw,C2A,waiting_area,hospital_self_recorded,候診區,候診區1+2.m4a,135.000,5.0,restricted_internal
../acp_drp/C2A_hospital/waiting_area/waiting_area_15.wav,,zh-tw,C2A,waiting_area,hospital_self_recorded,候診區,候診區1+2.m4a,140.000,5.0,restricted_internal
../acp_drp/C2A_hospital/waiting_area/waiting_area_16.wav,,zh-tw,C2A,waiting_area,hospital_self_recorded,候診區,候診區1+2.m4a,150.000,5.0,restricted_internal
../acp_drp/C2A_hospital/waiting_area/waiting_area_17.wav,,zh-tw,C2A,waiting_area,hospital_self_recorded,候診區,候診區1+2.m4a,190.000,5.0,restricted_internal
../acp_drp/C2A_hospital/waiting_area/waiting_area_18.wav,,zh-tw,C2A,waiting_area,hospital_self_recorded,候診區,候診區1+2.m4a,195.000,5.0,restricted_internal
../acp_drp/C2A_hospital/waiting_area/waiting_area_19.wav,,zh-tw,C2A,waiting_area,hospital_self_recorded,候診區,候診區1+2.m4a,230.000,5.0,restricted_internal
../acp_drp/C2A_hospital/waiting_area/waiting_area_20.wav,,zh-tw,C2A,waiting_area,hospital_self_recorded,候診區,候診區1+2.m4a,235.000,5.0,restricted_internal
../acp_drp/C2A_hospital/elevator_area/elevator_area_01.wav,,zh-tw,C2A,elevator_area,hospital_self_recorded,電梯等候／乘梯環境,電梯1.m4a,5.000,5.0,restricted_internal
../acp_drp/C2A_hospital/elevator_area/elevator_area_02.wav,,zh-tw,C2A,elevator_area,hospital_self_recorded,電梯等候／乘梯環境,電梯1.m4a,15.000,5.0,restricted_internal
../acp_drp/C2A_hospital/elevator_area/elevator_area_03.wav,,zh-tw,C2A,elevator_area,hospital_self_recorded,電梯等候／乘梯環境,電梯1.m4a,20.000,5.0,restricted_internal
../acp_drp/C2A_hospital/elevator_area/elevator_area_04.wav,,zh-tw,C2A,elevator_area,hospital_self_recorded,電梯等候／乘梯環境,電梯1.m4a,80.000,5.0,restricted_internal
../acp_drp/C2A_hospital/elevator_area/elevator_area_05.wav,,zh-tw,C2A,elevator_area,hospital_self_recorded,電梯等候／乘梯環境,電梯1.m4a,85.000,5.0,restricted_internal
../acp_drp/C2A_hospital/elevator_area/elevator_area_06.wav,,zh-tw,C2A,elevator_area,hospital_self_recorded,電梯等候／乘梯環境,電梯1.m4a,90.000,5.0,restricted_internal
../acp_drp/C2A_hospital/elevator_area/elevator_area_07.wav,,zh-tw,C2A,elevator_area,hospital_self_recorded,電梯等候／乘梯環境,電梯1.m4a,115.000,5.0,restricted_internal
../acp_drp/C2A_hospital/elevator_area/elevator_area_08.wav,,zh-tw,C2A,elevator_area,hospital_self_recorded,電梯等候／乘梯環境,電梯1.m4a,120.000,5.0,restricted_internal
../acp_drp/C2A_hospital/elevator_area/elevator_area_09.wav,,zh-tw,C2A,elevator_area,hospital_self_recorded,電梯等候／乘梯環境,電梯1.m4a,125.000,5.0,restricted_internal
../acp_drp/C2A_hospital/elevator_area/elevator_area_10.wav,,zh-tw,C2A,elevator_area,hospital_self_recorded,電梯等候／乘梯環境,電梯1.m4a,155.000,5.0,restricted_internal
../acp_drp/C2A_hospital/elevator_area/elevator_area_11.wav,,zh-tw,C2A,elevator_area,hospital_self_recorded,電梯等候／乘梯環境,電梯2.m4a,0.000,5.0,restricted_internal
../acp_drp/C2A_hospital/elevator_area/elevator_area_12.wav,,zh-tw,C2A,elevator_area,hospital_self_recorded,電梯等候／乘梯環境,電梯2.m4a,20.000,5.0,restricted_internal
../acp_drp/C2A_hospital/elevator_area/elevator_area_13.wav,,zh-tw,C2A,elevator_area,hospital_self_recorded,電梯等候／乘梯環境,電梯2.m4a,110.000,5.0,restricted_internal
../acp_drp/C2A_hospital/elevator_area/elevator_area_14.wav,,zh-tw,C2A,elevator_area,hospital_self_recorded,電梯等候／乘梯環境,電梯2.m4a,40.000,5.0,restricted_internal
../acp_drp/C2A_hospital/elevator_area/elevator_area_15.wav,,zh-tw,C2A,elevator_area,hospital_self_recorded,電梯等候／乘梯環境,電梯2.m4a,45.000,5.0,restricted_internal
../acp_drp/C2A_hospital/elevator_area/elevator_area_16.wav,,zh-tw,C2A,elevator_area,hospital_self_recorded,電梯等候／乘梯環境,電梯2.m4a,70.000,5.0,restricted_internal
../acp_drp/C2A_hospital/elevator_area/elevator_area_17.wav,,zh-tw,C2A,elevator_area,hospital_self_recorded,電梯等候／乘梯環境,電梯2.m4a,90.000,5.0,restricted_internal
../acp_drp/C2A_hospital/elevator_area/elevator_area_18.wav,,zh-tw,C2A,elevator_area,hospital_self_recorded,電梯等候／乘梯環境,電梯2.m4a,105.000,5.0,restricted_internal
../acp_drp/C2A_hospital/elevator_area/elevator_area_19.wav,,zh-tw,C2A,elevator_area,hospital_self_recorded,電梯等候／乘梯環境,電梯2.m4a,115.000,5.0,restricted_internal
../acp_drp/C2A_hospital/elevator_area/elevator_area_20.wav,,zh-tw,C2A,elevator_area,hospital_self_recorded,電梯等候／乘梯環境,電梯2.m4a,120.000,5.0,restricted_internal
../acp_drp/C2A_hospital/low_traffic_corridor/low_traffic_corridor_01.wav,,zh-tw,C2A,low_traffic_corridor,hospital_self_recorded,低人流走廊,低人流走廊1.m4a,5.000,5.0,restricted_internal
../acp_drp/C2A_hospital/low_traffic_corridor/low_traffic_corridor_02.wav,,zh-tw,C2A,low_traffic_corridor,hospital_self_recorded,低人流走廊,低人流走廊1.m4a,10.000,5.0,restricted_internal
../acp_drp/C2A_hospital/low_traffic_corridor/low_traffic_corridor_03.wav,,zh-tw,C2A,low_traffic_corridor,hospital_self_recorded,低人流走廊,低人流走廊1.m4a,25.000,5.0,restricted_internal
../acp_drp/C2A_hospital/low_traffic_corridor/low_traffic_corridor_04.wav,,zh-tw,C2A,low_traffic_corridor,hospital_self_recorded,低人流走廊,低人流走廊1.m4a,40.000,5.0,restricted_internal
../acp_drp/C2A_hospital/low_traffic_corridor/low_traffic_corridor_05.wav,,zh-tw,C2A,low_traffic_corridor,hospital_self_recorded,低人流走廊,低人流走廊1.m4a,45.000,5.0,restricted_internal
../acp_drp/C2A_hospital/low_traffic_corridor/low_traffic_corridor_06.wav,,zh-tw,C2A,low_traffic_corridor,hospital_self_recorded,低人流走廊,低人流走廊1.m4a,55.000,5.0,restricted_internal
../acp_drp/C2A_hospital/low_traffic_corridor/low_traffic_corridor_07.wav,,zh-tw,C2A,low_traffic_corridor,hospital_self_recorded,低人流走廊,低人流走廊1.m4a,60.000,5.0,restricted_internal
../acp_drp/C2A_hospital/low_traffic_corridor/low_traffic_corridor_08.wav,,zh-tw,C2A,low_traffic_corridor,hospital_self_recorded,低人流走廊,低人流走廊1.m4a,80.000,5.0,restricted_internal
../acp_drp/C2A_hospital/low_traffic_corridor/low_traffic_corridor_09.wav,,zh-tw,C2A,low_traffic_corridor,hospital_self_recorded,低人流走廊,低人流走廊1.m4a,90.000,5.0,restricted_internal
../acp_drp/C2A_hospital/low_traffic_corridor/low_traffic_corridor_10.wav,,zh-tw,C2A,low_traffic_corridor,hospital_self_recorded,低人流走廊,低人流走廊1.m4a,120.000,5.0,restricted_internal
../acp_drp/C2A_hospital/low_traffic_corridor/low_traffic_corridor_11.wav,,zh-tw,C2A,low_traffic_corridor,hospital_self_recorded,低人流走廊,低人流走廊2.m4a,0.000,5.0,restricted_internal
../acp_drp/C2A_hospital/low_traffic_corridor/low_traffic_corridor_12.wav,,zh-tw,C2A,low_traffic_corridor,hospital_self_recorded,低人流走廊,低人流走廊2.m4a,5.000,5.0,restricted_internal
../acp_drp/C2A_hospital/low_traffic_corridor/low_traffic_corridor_13.wav,,zh-tw,C2A,low_traffic_corridor,hospital_self_recorded,低人流走廊,低人流走廊2.m4a,10.000,5.0,restricted_internal
../acp_drp/C2A_hospital/low_traffic_corridor/low_traffic_corridor_14.wav,,zh-tw,C2A,low_traffic_corridor,hospital_self_recorded,低人流走廊,低人流走廊2.m4a,15.000,5.0,restricted_internal
../acp_drp/C2A_hospital/low_traffic_corridor/low_traffic_corridor_15.wav,,zh-tw,C2A,low_traffic_corridor,hospital_self_recorded,低人流走廊,低人流走廊2.m4a,40.000,5.0,restricted_internal
../acp_drp/C2A_hospital/low_traffic_corridor/low_traffic_corridor_16.wav,,zh-tw,C2A,low_traffic_corridor,hospital_self_recorded,低人流走廊,低人流走廊2.m4a,55.000,5.0,restricted_internal
../acp_drp/C2A_hospital/low_traffic_corridor/low_traffic_corridor_17.wav,,zh-tw,C2A,low_traffic_corridor,hospital_self_recorded,低人流走廊,低人流走廊2.m4a,65.000,5.0,restricted_internal
../acp_drp/C2A_hospital/low_traffic_corridor/low_traffic_corridor_18.wav,,zh-tw,C2A,low_traffic_corridor,hospital_self_recorded,低人流走廊,低人流走廊2.m4a,90.000,5.0,restricted_internal
../acp_drp/C2A_hospital/low_traffic_corridor/low_traffic_corridor_19.wav,,zh-tw,C2A,low_traffic_corridor,hospital_self_recorded,低人流走廊,低人流走廊2.m4a,105.000,5.0,restricted_internal
../acp_drp/C2A_hospital/low_traffic_corridor/low_traffic_corridor_20.wav,,zh-tw,C2A,low_traffic_corridor,hospital_self_recorded,低人流走廊,低人流走廊2.m4a,115.000,5.0,restricted_internal
../acp_drp/C2A_hospital/service_counter/service_counter_01.wav,,zh-tw,C2A,service_counter,hospital_self_recorded,服務櫃檯周邊,櫃檯1+2.m4a,0.000,5.0,restricted_internal
../acp_drp/C2A_hospital/service_counter/service_counter_02.wav,,zh-tw,C2A,service_counter,hospital_self_recorded,服務櫃檯周邊,櫃檯1+2.m4a,5.000,5.0,restricted_internal
../acp_drp/C2A_hospital/service_counter/service_counter_03.wav,,zh-tw,C2A,service_counter,hospital_self_recorded,服務櫃檯周邊,櫃檯1+2.m4a,30.000,5.0,restricted_internal
../acp_drp/C2A_hospital/service_counter/service_counter_04.wav,,zh-tw,C2A,service_counter,hospital_self_recorded,服務櫃檯周邊,櫃檯1+2.m4a,50.000,5.0,restricted_internal
../acp_drp/C2A_hospital/service_counter/service_counter_05.wav,,zh-tw,C2A,service_counter,hospital_self_recorded,服務櫃檯周邊,櫃檯1+2.m4a,60.000,5.0,restricted_internal
../acp_drp/C2A_hospital/service_counter/service_counter_06.wav,,zh-tw,C2A,service_counter,hospital_self_recorded,服務櫃檯周邊,櫃檯1+2.m4a,65.000,5.0,restricted_internal
../acp_drp/C2A_hospital/service_counter/service_counter_07.wav,,zh-tw,C2A,service_counter,hospital_self_recorded,服務櫃檯周邊,櫃檯1+2.m4a,90.000,5.0,restricted_internal
../acp_drp/C2A_hospital/service_counter/service_counter_08.wav,,zh-tw,C2A,service_counter,hospital_self_recorded,服務櫃檯周邊,櫃檯1+2.m4a,95.000,5.0,restricted_internal
../acp_drp/C2A_hospital/service_counter/service_counter_09.wav,,zh-tw,C2A,service_counter,hospital_self_recorded,服務櫃檯周邊,櫃檯1+2.m4a,110.000,5.0,restricted_internal
../acp_drp/C2A_hospital/service_counter/service_counter_10.wav,,zh-tw,C2A,service_counter,hospital_self_recorded,服務櫃檯周邊,櫃檯1+2.m4a,115.000,5.0,restricted_internal
../acp_drp/C2A_hospital/service_counter/service_counter_11.wav,,zh-tw,C2A,service_counter,hospital_self_recorded,服務櫃檯周邊,櫃檯1+2.m4a,10.000,5.0,restricted_internal
../acp_drp/C2A_hospital/service_counter/service_counter_12.wav,,zh-tw,C2A,service_counter,hospital_self_recorded,服務櫃檯周邊,櫃檯1+2.m4a,145.000,5.0,restricted_internal
../acp_drp/C2A_hospital/service_counter/service_counter_13.wav,,zh-tw,C2A,service_counter,hospital_self_recorded,服務櫃檯周邊,櫃檯1+2.m4a,150.000,5.0,restricted_internal
../acp_drp/C2A_hospital/service_counter/service_counter_14.wav,,zh-tw,C2A,service_counter,hospital_self_recorded,服務櫃檯周邊,櫃檯1+2.m4a,155.000,5.0,restricted_internal
../acp_drp/C2A_hospital/service_counter/service_counter_15.wav,,zh-tw,C2A,service_counter,hospital_self_recorded,服務櫃檯周邊,櫃檯1+2.m4a,190.000,5.0,restricted_internal
../acp_drp/C2A_hospital/service_counter/service_counter_16.wav,,zh-tw,C2A,service_counter,hospital_self_recorded,服務櫃檯周邊,櫃檯1+2.m4a,195.000,5.0,restricted_internal
../acp_drp/C2A_hospital/service_counter/service_counter_17.wav,,zh-tw,C2A,service_counter,hospital_self_recorded,服務櫃檯周邊,櫃檯1+2.m4a,200.000,5.0,restricted_internal
../acp_drp/C2A_hospital/service_counter/service_counter_18.wav,,zh-tw,C2A,service_counter,hospital_self_recorded,服務櫃檯周邊,櫃檯1+2.m4a,205.000,5.0,restricted_internal
../acp_drp/C2A_hospital/service_counter/service_counter_19.wav,,zh-tw,C2A,service_counter,hospital_self_recorded,服務櫃檯周邊,櫃檯1+2.m4a,215.000,5.0,restricted_internal
../acp_drp/C2A_hospital/service_counter/service_counter_20.wav,,zh-tw,C2A,service_counter,hospital_self_recorded,服務櫃檯周邊,櫃檯1+2.m4a,225.000,5.0,restricted_internal
