audio_path,reference_text,language,condition,venue,source,source_scene,source_file,start_sec,duration_sec,license
../acp_drp/C2B_public/waiting_proxy/waiting_proxy_13.wav,,zh-tw,C2B,waiting_proxy,DEMAND,PCAFETER,ch01.wav,190.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/waiting_proxy/waiting_proxy_14.wav,,zh-tw,C2B,waiting_proxy,DEMAND,PCAFETER,ch01.wav,195.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/waiting_proxy/waiting_proxy_15.wav,,zh-tw,C2B,waiting_proxy,DEMAND,PCAFETER,ch01.wav,230.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/waiting_proxy/waiting_proxy_16.wav,,zh-tw,C2B,waiting_proxy,DEMAND,PCAFETER,ch01.wav,235.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/waiting_proxy/waiting_proxy_17.wav,,zh-tw,C2B,waiting_proxy,DEMAND,PCAFETER,ch01.wav,250.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/waiting_proxy/waiting_proxy_18.wav,,zh-tw,C2B,waiting_proxy,DEMAND,PCAFETER,ch01.wav,255.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/waiting_proxy/waiting_proxy_19.wav,,zh-tw,C2B,waiting_proxy,DEMAND,PCAFETER,ch01.wav,260.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/waiting_proxy/waiting_proxy_20.wav,,zh-tw,C2B,waiting_proxy,DEMAND,PCAFETER,ch01.wav,285.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/corridor_proxy/corridor_proxy_01.wav,,zh-tw,C2B,corridor_proxy,DEMAND,OHALLWAY,ch01.wav,0.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/corridor_proxy/corridor_proxy_02.wav,,zh-tw,C2B,corridor_proxy,DEMAND,OHALLWAY,ch01.wav,5.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/corridor_proxy/corridor_proxy_03.wav,,zh-tw,C2B,corridor_proxy,DEMAND,OHALLWAY,ch01.wav,35.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/corridor_proxy/corridor_proxy_04.wav,,zh-tw,C2B,corridor_proxy,DEMAND,OHALLWAY,ch01.wav,60.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/corridor_proxy/corridor_proxy_05.wav,,zh-tw,C2B,corridor_proxy,DEMAND,OHALLWAY,ch01.wav,70.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/corridor_proxy/corridor_proxy_06.wav,,zh-tw,C2B,corridor_proxy,DEMAND,OHALLWAY,ch01.wav,80.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/corridor_proxy/corridor_proxy_07.wav,,zh-tw,C2B,corridor_proxy,DEMAND,OHALLWAY,ch01.wav,90.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/corridor_proxy/corridor_proxy_08.wav,,zh-tw,C2B,corridor_proxy,DEMAND,OHALLWAY,ch01.wav,135.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/corridor_proxy/corridor_proxy_09.wav,,zh-tw,C2B,corridor_proxy,DEMAND,OHALLWAY,ch01.wav,165.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/corridor_proxy/corridor_proxy_10.wav,,zh-tw,C2B,corridor_proxy,DEMAND,OHALLWAY,ch01.wav,175.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/corridor_proxy/corridor_proxy_11.wav,,zh-tw,C2B,corridor_proxy,DEMAND,OHALLWAY,ch01.wav,210.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/corridor_proxy/corridor_proxy_12.wav,,zh-tw,C2B,corridor_proxy,DEMAND,OHALLWAY,ch01.wav,215.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/corridor_proxy/corridor_proxy_13.wav,,zh-tw,C2B,corridor_proxy,DEMAND,OHALLWAY,ch01.wav,220.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/corridor_proxy/corridor_proxy_14.wav,,zh-tw,C2B,corridor_proxy,DEMAND,OHALLWAY,ch01.wav,225.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/corridor_proxy/corridor_proxy_15.wav,,zh-tw,C2B,corridor_proxy,DEMAND,OHALLWAY,ch01.wav,230.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/corridor_proxy/corridor_proxy_16.wav,,zh-tw,C2B,corridor_proxy,DEMAND,OHALLWAY,ch01.wav,250.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/corridor_proxy/corridor_proxy_17.wav,,zh-tw,C2B,corridor_proxy,DEMAND,OHALLWAY,ch01.wav,260.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/corridor_proxy/corridor_proxy_18.wav,,zh-tw,C2B,corridor_proxy,DEMAND,OHALLWAY,ch01.wav,275.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/corridor_proxy/corridor_proxy_19.wav,,zh-tw,C2B,corridor_proxy,DEMAND,OHALLWAY,ch01.wav,280.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/corridor_proxy/corridor_proxy_20.wav,,zh-tw,C2B,corridor_proxy,DEMAND,OHALLWAY,ch01.wav,285.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/clinic_proxy/clinic_proxy_01.wav,,zh-tw,C2B,clinic_proxy,DEMAND,OOFFICE,ch01.wav,0.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/clinic_proxy/clinic_proxy_02.wav,,zh-tw,C2B,clinic_proxy,DEMAND,OOFFICE,ch01.wav,5.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/clinic_proxy/clinic_proxy_03.wav,,zh-tw,C2B,clinic_proxy,DEMAND,OOFFICE,ch01.wav,25.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/clinic_proxy/clinic_proxy_04.wav,,zh-tw,C2B,clinic_proxy,DEMAND,OOFFICE,ch01.wav,35.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/clinic_proxy/clinic_proxy_05.wav,,zh-tw,C2B,clinic_proxy,DEMAND,OOFFICE,ch01.wav,65.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/clinic_proxy/clinic_proxy_06.wav,,zh-tw,C2B,clinic_proxy,DEMAND,OOFFICE,ch01.wav,70.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/clinic_proxy/clinic_proxy_07.wav,,zh-tw,C2B,clinic_proxy,DEMAND,OOFFICE,ch01.wav,75.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/clinic_proxy/clinic_proxy_08.wav,,zh-tw,C2B,clinic_proxy,DEMAND,OOFFICE,ch01.wav,80.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/clinic_proxy/clinic_proxy_09.wav,,zh-tw,C2B,clinic_proxy,DEMAND,OOFFICE,ch01.wav,105.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/clinic_proxy/clinic_proxy_10.wav,,zh-tw,C2B,clinic_proxy,DEMAND,OOFFICE,ch01.wav,115.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/clinic_proxy/clinic_proxy_11.wav,,zh-tw,C2B,clinic_proxy,DEMAND,OOFFICE,ch01.wav,130.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/clinic_proxy/clinic_proxy_12.wav,,zh-tw,C2B,clinic_proxy,DEMAND,OOFFICE,ch01.wav,155.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/clinic_proxy/clinic_proxy_13.wav,,zh-tw,C2B,clinic_proxy,DEMAND,OOFFICE,ch01.wav,165.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/clinic_proxy/clinic_proxy_14.wav,,zh-tw,C2B,clinic_proxy,DEMAND,OOFFICE,ch01.wav,170.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/clinic_proxy/clinic_proxy_15.wav,,zh-tw,C2B,clinic_proxy,DEMAND,OOFFICE,ch01.wav,175.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/clinic_proxy/clinic_proxy_16.wav,,zh-tw,C2B,clinic_proxy,DEMAND,OOFFICE,ch01.wav,215.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/clinic_proxy/clinic_proxy_17.wav,,zh-tw,C2B,clinic_proxy,DEMAND,OOFFICE,ch01.wav,250.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/clinic_proxy/clinic_proxy_18.wav,,zh-tw,C2B,clinic_proxy,DEMAND,OOFFICE,ch01.wav,255.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/clinic_proxy/clinic_proxy_19.wav,,zh-tw,C2B,clinic_proxy,DEMAND,OOFFICE,ch01.wav,260.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/clinic_proxy/clinic_proxy_20.wav,,zh-tw,C2B,clinic_proxy,DEMAND,OOFFICE,ch01.wav,270.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/restaurant_proxy/restaurant_proxy_01.wav,,zh-tw,C2B,restaurant_proxy,DEMAND,PRESTO,ch01.wav,0.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/restaurant_proxy/restaurant_proxy_02.wav,,zh-tw,C2B,restaurant_proxy,DEMAND,PRESTO,ch01.wav,20.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/restaurant_proxy/restaurant_proxy_03.wav,,zh-tw,C2B,restaurant_proxy,DEMAND,PRESTO,ch01.wav,25.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/restaurant_proxy/restaurant_proxy_04.wav,,zh-tw,C2B,restaurant_proxy,DEMAND,PRESTO,ch01.wav,70.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/restaurant_proxy/restaurant_proxy_05.wav,,zh-tw,C2B,restaurant_proxy,DEMAND,PRESTO,ch01.wav,75.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/restaurant_proxy/restaurant_proxy_06.wav,,zh-tw,C2B,restaurant_proxy,DEMAND,PRESTO,ch01.wav,80.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/restaurant_proxy/restaurant_proxy_07.wav,,zh-tw,C2B,restaurant_proxy,DEMAND,PRESTO,ch01.wav,95.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/restaurant_proxy/restaurant_proxy_08.wav,,zh-tw,C2B,restaurant_proxy,DEMAND,PRESTO,ch01.wav,100.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/restaurant_proxy/restaurant_proxy_09.wav,,zh-tw,C2B,restaurant_proxy,DEMAND,PRESTO,ch01.wav,135.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/restaurant_proxy/restaurant_proxy_10.wav,,zh-tw,C2B,restaurant_proxy,DEMAND,PRESTO,ch01.wav,165.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/restaurant_proxy/restaurant_proxy_11.wav,,zh-tw,C2B,restaurant_proxy,DEMAND,PRESTO,ch01.wav,170.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/restaurant_proxy/restaurant_proxy_12.wav,,zh-tw,C2B,restaurant_proxy,DEMAND,PRESTO,ch01.wav,190.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/restaurant_proxy/restaurant_proxy_13.wav,,zh-tw,C2B,restaurant_proxy,DEMAND,PRESTO,ch01.wav,215.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/restaurant_proxy/restaurant_proxy_14.wav,,zh-tw,C2B,restaurant_proxy,DEMAND,PRESTO,ch01.wav,225.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/restaurant_proxy/restaurant_proxy_15.wav,,zh-tw,C2B,restaurant_proxy,DEMAND,PRESTO,ch01.wav,230.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/restaurant_proxy/restaurant_proxy_16.wav,,zh-tw,C2B,restaurant_proxy,DEMAND,PRESTO,ch01.wav,240.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/restaurant_proxy/restaurant_proxy_17.wav,,zh-tw,C2B,restaurant_proxy,DEMAND,PRESTO,ch01.wav,245.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/restaurant_proxy/restaurant_proxy_18.wav,,zh-tw,C2B,restaurant_proxy,DEMAND,PRESTO,ch01.wav,255.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/restaurant_proxy/restaurant_proxy_19.wav,,zh-tw,C2B,restaurant_proxy,DEMAND,PRESTO,ch01.wav,260.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/restaurant_proxy/restaurant_proxy_20.wav,,zh-tw,C2B,restaurant_proxy,DEMAND,PRESTO,ch01.wav,270.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/indoor_care_proxy/indoor_care_proxy_01.wav,,zh-tw,C2B,indoor_care_proxy,DEMAND,DLIVING,ch01.wav,20.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/indoor_care_proxy/indoor_care_proxy_02.wav,,zh-tw,C2B,indoor_care_proxy,DEMAND,DLIVING,ch01.wav,30.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/indoor_care_proxy/indoor_care_proxy_03.wav,,zh-tw,C2B,indoor_care_proxy,DEMAND,DLIVING,ch01.wav,40.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/indoor_care_proxy/indoor_care_proxy_04.wav,,zh-tw,C2B,indoor_care_proxy,DEMAND,DLIVING,ch01.wav,45.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/indoor_care_proxy/indoor_care_proxy_05.wav,,zh-tw,C2B,indoor_care_proxy,DEMAND,DLIVING,ch01.wav,75.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/indoor_care_proxy/indoor_care_proxy_06.wav,,zh-tw,C2B,indoor_care_proxy,DEMAND,DLIVING,ch01.wav,90.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/indoor_care_proxy/indoor_care_proxy_07.wav,,zh-tw,C2B,indoor_care_proxy,DEMAND,DLIVING,ch01.wav,100.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/indoor_care_proxy/indoor_care_proxy_08.wav,,zh-tw,C2B,indoor_care_proxy,DEMAND,DLIVING,ch01.wav,125.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/indoor_care_proxy/indoor_care_proxy_09.wav,,zh-tw,C2B,indoor_care_proxy,DEMAND,DLIVING,ch01.wav,135.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/indoor_care_proxy/indoor_care_proxy_10.wav,,zh-tw,C2B,indoor_care_proxy,DEMAND,DLIVING,ch01.wav,150.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/indoor_care_proxy/indoor_care_proxy_11.wav,,zh-tw,C2B,indoor_care_proxy,DEMAND,DLIVING,ch01.wav,155.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/indoor_care_proxy/indoor_care_proxy_12.wav,,zh-tw,C2B,indoor_care_proxy,DEMAND,DLIVING,ch01.wav,175.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/indoor_care_proxy/indoor_care_proxy_13.wav,,zh-tw,C2B,indoor_care_proxy,DEMAND,DLIVING,ch01.wav,190.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/indoor_care_proxy/indoor_care_proxy_14.wav,,zh-tw,C2B,indoor_care_proxy,DEMAND,DLIVING,ch01.wav,210.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/indoor_care_proxy/indoor_care_proxy_15.wav,,zh-tw,C2B,indoor_care_proxy,DEMAND,DLIVING,ch01.wav,230.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/indoor_care_proxy/indoor_care_proxy_16.wav,,zh-tw,C2B,indoor_care_proxy,DEMAND,DLIVING,ch01.wav,255.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/indoor_care_proxy/indoor_care_proxy_17.wav,,zh-tw,C2B,indoor_care_proxy,DEMAND,DLIVING,ch01.wav,260.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/indoor_care_proxy/indoor_care_proxy_18.wav,,zh-tw,C2B,indoor_care_proxy,DEMAND,DLIVING,ch01.wav,265.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/indoor_care_proxy/indoor_care_proxy_19.wav,,zh-tw,C2B,indoor_care_proxy,DEMAND,DLIVING,ch01.wav,285.000,5.0,CC BY-SA 3.0
../acp_drp/C2B_public/indoor_care_proxy/indoor_care_proxy_20.wav,,zh-tw,C2B,indoor_care_proxy,DEMAND,DLIVING,ch01.wav,290.000,5.0,CC BY-SA 3.0
