audio_path,reference_text,language,condition,speaker,gender,sentence_id
../acp_drp/C3_short/female/c3_008.wav,好喔,zh-tw,C3,classmate_b,female,008
../acp_drp/C3_short/female/c3_009.wav,不要了,zh-tw,C3,classmate_b,female,009
../acp_drp/C3_short/female/c3_010.wav,是的,zh-tw,C3,classmate_b,female,010
../acp_drp/C3_short/female/c3_011.wav,沒有,zh-tw,C3,classmate_b,female,011
../acp_drp/C3_short/female/c3_012.wav,有,zh-tw,C3,classmate_b,female,012
../acp_drp/C3_short/female/c3_013.wav,好嗎,zh-tw,C3,classmate_b,female,013
../acp_drp/C3_short/female/c3_014.wav,不是,zh-tw,C3,classmate_b,female,014
../acp_drp/C3_short/female/c3_015.wav,對啊,zh-tw,C3,classmate_b,female,015
../acp_drp/C3_short/female/c3_016.wav,好啊,zh-tw,C3,classmate_b,female,016
../acp_drp/C3_short/female/c3_017.wav,不要啊,zh-tw,C3,classmate_b,female,017
../acp_drp/C3_short/female/c3_018.wav,可以啊,zh-tw,C3,classmate_b,female,018
../acp_drp/C3_short/female/c3_019.wav,嗯,zh-tw,C3,classmate_b,female,019
../acp_drp/C3_short/female/c3_020.wav,喔,zh-tw,C3,classmate_b,female,020
../acp_drp/C3_short/female/c3_021.wav,先不要,zh-tw,C3,classmate_b,female,021
../acp_drp/C3_short/female/c3_022.wav,暫時不要,zh-tw,C3,classmate_b,female,022
../acp_drp/C3_short/female/c3_023.wav,不要插管,zh-tw,C3,classmate_b,female,023
../acp_drp/C3_short/female/c3_024.wav,不要急救,zh-tw,C3,classmate_b,female,024
../acp_drp/C3_short/female/c3_025.wav,不要了啦,zh-tw,C3,classmate_b,female,025
../acp_drp/C3_short/female/c3_026.wav,好的,zh-tw,C3,classmate_b,female,026
../acp_drp/C3_short/female/c3_027.wav,可以的,zh-tw,C3,classmate_b,female,027
../acp_drp/C3_short/female/c3_028.wav,沒問題,zh-tw,C3,classmate_b,female,028
../acp_drp/C3_short/female/c3_029.wav,同意,zh-tw,C3,classmate_b,female,029
../acp_drp/C3_short/female/c3_030.wav,不同意,zh-tw,C3,classmate_b,female,030
../acp_drp/C3_short/female/c3_031.wav,拒絕,zh-tw,C3,classmate_b,female,031
../acp_drp/C3_short/female/c3_032.wav,放棄,zh-tw,C3,classmate_b,female,032
../acp_drp/C3_short/female/c3_033.wav,先這樣,zh-tw,C3,classmate_b,female,033
../acp_drp/C3_short/female/c3_034.wav,再說,zh-tw,C3,classmate_b,female,034
../acp_drp/C3_short/female/c3_035.wav,等等,zh-tw,C3,classmate_b,female,035
../acp_drp/C3_short/female/c3_036.wav,知道了,zh-tw,C3,classmate_b,female,036
../acp_drp/C3_short/female/c3_037.wav,了解,zh-tw,C3,classmate_b,female,037
../acp_drp/C3_short/female/c3_038.wav,謝謝,zh-tw,C3,classmate_b,female,038
../acp_drp/C3_short/female/c3_039.wav,不用了,zh-tw,C3,classmate_b,female,039
../acp_drp/C3_short/female/c3_040.wav,先不用,zh-tw,C3,classmate_b,female,040
../acp_drp/C3_short/female/c3_041.wav,好啦,zh-tw,C3,classmate_b,female,041
../acp_drp/C3_short/female/c3_042.wav,對啦,zh-tw,C3,classmate_b,female,042
../acp_drp/C3_short/female/c3_043.wav,是啊,zh-tw,C3,classmate_b,female,043
../acp_drp/C3_short/female/c3_044.wav,沒有啊,zh-tw,C3,classmate_b,female,044
../acp_drp/C3_short/female/c3_045.wav,不行啊,zh-tw,C3,classmate_b,female,045
../acp_drp/C3_short/female/c3_046.wav,可以嗎,zh-tw,C3,classmate_b,female,046
../acp_drp/C3_short/female/c3_047.wav,要嗎,zh-tw,C3,classmate_b,female,047
../acp_drp/C3_short/female/c3_048.wav,不要嗎,zh-tw,C3,classmate_b,female,048
../acp_drp/C3_short/female/c3_049.wav,先好,zh-tw,C3,classmate_b,female,049
../acp_drp/C3_short/female/c3_050.wav,就這樣,zh-tw,C3,classmate_b,female,050
